Wall time,Step,Value;;;;;"Average Reward; Last 50 Episodes"
1612287207.2716484,991,-1.8025813102722168;;;;;
1612287207.8511167,993,-2.1520462036132812;;;;;
1612287210.7442002,1005,-2.016634225845337;;;;;
1612287211.8103592,1009,-1.4963345527648926;;;;;
1612287212.398779,1011,-1.4798269271850586;;;;;
1612287212.9932146,1013,-1.6148269176483154;;;;;
1612287213.4380007,1015,-1.6269794702529907;;;;;
1612287214.023528,1017,-1.0847848653793335;;;;;
1612287214.6189277,1019,-1.9099565744400024;;;;;
1612287215.1215987,1021,-3.608091354370117;;;;;
1612287215.7050357,1023,-2.1790366172790527;;;;;
1612287216.1628146,1025,-1.6513476371765137;;;;;
1612287216.7462544,1027,-1.9538236856460571;;;;;
1612287217.486057,1031,-3.1187009811401367;;;;;
1612287219.0446343,1037,-2.111060857772827;;;;;
1612287219.5582926,1039,-1.5539722442626953;;;;;
1612287220.0190284,1041,-3.096562147140503;;;;;
1612287221.0821867,1045,-1.1335262060165405;;;;;
1612287223.3372126,1053,-1.3156903982162476;;;;;
1612287224.4937873,1057,-1.5603485107421875;;;;;
1612287225.6776226,1061,-2.0839407444000244;;;;;
1612287227.5396445,1068,-1.8154935836791992;;;;;
1612287228.1151316,1070,-1.8951225280761719;;;;;
1612287228.701564,1072,-1.7761545181274414;;;;;
1612287229.9651904,1076,-1.2332812547683716;;;;;
1612287230.4648256,1079,-2.9413766860961914;;;;;
1612287231.506043,1083,-3.220529556274414;;;;;
1612287232.62605,1087,-3.745373010635376;;;;;
1612287233.3132453,1089,-1.3585929870605469;;;;;
1612287234.677565,1094,-2.2221646308898926;;;;;
1612287235.8135543,1098,-1.585139513015747;;;;;
1612287236.5036852,1100,-1.4279379844665527;;;;;
1612287236.713158,1101,-2.475498676300049;;;;;
1612287237.3105285,1103,-2.1684746742248535;;;;;
1612287237.7653534,1105,-3.682351589202881;;;;;
1612287238.356732,1107,-1.1883835792541504;;;;;
1612287239.5256388,1111,-1.8698527812957764;;;;;
1612287240.1230242,1113,-2.1754305362701416;;;;;
1612287243.085174,1123,-2.097358226776123;;;;;
1612287243.6766205,1125,-1.2589067220687866;;;;;
1612287244.857445,1129,-1.2068934440612793;;;;;
1612287245.4448981,1131,-1.3636565208435059;;;;;
1612287246.0313363,1133,-1.468245267868042;;;;;
1612287247.8734136,1139,-1.5485066175460815;;;;;
1612287248.9215987,1143,-3.4700615406036377;;;;;
1612287250.0415888,1147,-3.6982779502868652;;;;;
1612287251.310228,1151,-1.8203532695770264;;;;;
1612287251.8697252,1154,-1.7937129735946655;;;;;
1612287252.8930254,1158,-1.3635709285736084;;;;;
1612287253.4794583,1160,-1.7132623195648193;;;;;
1612287254.0638971,1162,-1.589845895767212;;;;;
1612287255.8311105,1168,-2.2701210975646973;;;;;
1612287258.227726,1176,-1.1962909698486328;;;;;
1612287258.6864617,1178,-1.184494972229004;;;;;
1612287259.7458627,1182,-1.8167238235473633;;;;;
1612287261.4652672,1188,-1.6492910385131836;;;;;
1612287263.7571278,1196,-1.7251856327056885;;;;;
1612287266.2125602,1205,-2.106904983520508;;;;;
1612287270.1004465,1219,-1.461564064025879;;;;;
1612287270.5233161,1221,-3.4499006271362305;;;;;
1612287271.6792262,1225,-2.2088093757629395;;;;;
1612287272.25711,1227,-2.21484375;;;;;
1612287272.7487965,1229,-1.800155758857727;;;;;
1612287273.203584,1231,-3.2710464000701904;;;;;
1612287273.574614,1233,-3.284721851348877;;;;;
1612287274.1680026,1235,-1.235660195350647;;;;;
1612287275.3289587,1239,-1.475738763809204;;;;;
1612287275.9074166,1241,-1.4112153053283691;;;;;
1612287277.701617,1247,-1.8693640232086182;;;;;
1612287278.2890465,1249,-1.204719066619873;;;;;
1612287280.534171,1257,-1.270371437072754;;;;;
1612287282.2886558,1263,-1.4632697105407715;;;;;
1612287283.3281362,1267,-2.0030903816223145;;;;;
1612287283.9026008,1269,-1.2763087749481201;;;;;
1612287284.4332073,1271,-3.7924857139587402;;;;;
1612287285.8786583,1276,-2.4603981971740723;;;;;
1612287286.4750648,1278,-1.383131980895996;;;;;
1612287287.058201,1280,-1.7443127632141113;;;;;
1612287287.650642,1282,-1.7277600765228271;;;;;
1612287288.3398108,1284,-1.4694989919662476;;;;;
1612287288.956128,1287,-3.1750011444091797;;;;;
1612287289.4159017,1289,-2.2789154052734375;;;;;
1612287289.8497386,1291,-3.0091474056243896;;;;;
1612287291.0186143,1295,-1.6592762470245361;;;;;
1612287291.6100602,1297,-1.2981884479522705;;;;;
1612287292.1994927,1299,-1.8105964660644531;;;;;
1612287292.810859,1301,-1.7467267513275146;;;;;
1612287293.3952866,1303,-1.6115717887878418;;;;;
1612287293.989673,1305,-2.176328659057617;;;;;
1612287295.1855013,1309,-1.2258530855178833;;;;;
1612287295.757947,1311,-1.6108678579330444;;;;;
1612287299.542816,1324,-2.30380916595459;;;;;
1612287300.9222348,1329,-2.48826003074646;;;;;
1612287301.4986937,1331,-1.7661528587341309;;;;;
1612287302.0741642,1333,-2.2439422607421875;;;;;
1612287303.2300675,1337,-2.122653007507324;;;;;
1612287304.2774827,1341,-1.9176772832870483;;;;;
1612287304.8609219,1343,-1.2756710052490234;;;;;
1612287306.1532266,1347,-2.3499016761779785;;;;;
1612287306.9149606,1350,-1.731507658958435;;;;;
1612287309.223934,1358,-2.219236373901367;;;;;
1612287311.1002007,1365,-1.8172050714492798;;;;;
1612287311.689624,1367,-1.6778221130371094;;;;;
1612287312.821648,1371,-1.7008798122406006;;;;;
1612287313.0131125,1372,-2.5202484130859375;;;;;
1612287313.6045318,1374,-1.7472739219665527;;;;;
1612287314.1949782,1376,-2.3440849781036377;;;;;
1612287314.7933557,1378,-1.3838448524475098;;;;;
1612287316.8369238,1385,-1.621277093887329;;;;;
1612287317.35887,1387,-3.571794271469116;;;;;
1612287320.576167,1398,-1.711385726928711;;;;;
1612287321.6891923,1402,-3.5797765254974365;;;;;
1612287322.289587,1404,-1.8881559371948242;;;;;
1612287322.8271823,1406,-3.560724973678589;;;;;
1612287323.4006174,1408,-1.5233681201934814;;;;;
1612287324.411915,1412,-3.371579647064209;;;;;
1612287326.0555332,1418,-1.087166666984558;;;;;
1612287326.6409552,1420,-2.18503737449646;;;;;
1612287328.2566597,1426,-3.2617430686950684;;;;;
1612287328.843092,1428,-1.3600070476531982;;;;;
1612287329.36769,1430,-3.6098244190216064;;;;;
1612287330.5445545,1434,-1.2409932613372803;;;;;
1612287331.673658,1438,-2.164212226867676;;;;;
1612287333.3842502,1444,-1.2792325019836426;;;;;
1612287335.0709302,1450,-3.748243808746338;;;;;
1612287336.8271782,1456,-1.6858391761779785;;;;;
1612287337.3076804,1458,-3.7356786727905273;;;;;
1612287337.8771973,1460,-2.309647798538208;;;;;
1612287339.056364,1464,-1.062522292137146;;;;;
1612287339.6367822,1466,-1.307281494140625;;;;;
1612287340.227435,1468,-2.4508142471313477;;;;;
1612287341.3892922,1472,-2.188950300216675;;;;;
1612287341.8979137,1474,-3.724824905395508;;;;;
1612287342.4835176,1476,-1.479163408279419;;;;;
1612287345.3007693,1486,-3.696589469909668;;;;;
1612287347.571952,1494,-2.290113925933838;;;;;
1612287348.1623907,1496,-1.5203087329864502;;;;;
1612287349.2686894,1500,-3.6207690238952637;;;;;
1612287350.4070683,1504,-3.7372772693634033;;;;;
1612287351.452275,1508,-3.7998571395874023;;;;;
1612287352.0234365,1510,-2.065187931060791;;;;;
1612287352.6088583,1512,-1.908984661102295;;;;;
1612287353.1952577,1514,-2.2080044746398926;;;;;
1612287353.6361103,1516,-3.254054307937622;;;;;
1612287354.322246,1518,-1.131699800491333;;;;;
1612287355.0932105,1521,-1.5677869319915771;;;;;
1612287356.178317,1525,-1.9386990070343018;;;;;
1612287357.2772021,1529,-3.625486373901367;;;;;
1612287358.8993762,1535,-1.9273550510406494;;;;;
1612287359.9964757,1539,-3.6916399002075195;;;;;
1612287360.586866,1541,-1.8227131366729736;;;;;
1612287361.0815678,1543,-1.87003493309021;;;;;
1612287363.4103193,1551,-2.213902473449707;;;;;
1612287364.5672576,1555,-1.764401912689209;;;;;
1612287365.1536841,1557,-1.3205889463424683;;;;;
1612287366.0143826,1560,-2.451791763305664;;;;;
1612287367.780637,1566,-1.4183202981948853;;;;;
1612287370.0465457,1574,-1.1898283958435059;;;;;
1612287371.8188052,1580,-1.823953628540039;;;;;
1612287373.5661626,1586,-1.354774832725525;;;;;
1612287374.016961,1588,-1.1542394161224365;;;;;
1612287375.1868024,1592,-1.446700096130371;;;;;
1612287376.202121,1596,-3.1787805557250977;;;;;
1612287377.2961643,1600,-3.595574378967285;;;;;
1612287379.7416685,1609,-3.0752997398376465;;;;;
1612287380.9155319,1613,-1.8837740421295166;;;;;
1612287381.4899955,1615,-2.070066452026367;;;;;
1612287382.0755155,1617,-2.2399587631225586;;;;;
1612287382.5262668,1619,-1.2165051698684692;;;;;
1612287384.2586708,1625,-3.5797996520996094;;;;;
1612287387.160948,1636,-2.306321859359741;;;;;
1612287388.2601888,1640,-1.8801612854003906;;;;;
1612287388.730927,1642,-1.938730239868164;;;;;
1612287389.3143613,1644,-1.5932648181915283;;;;;
1612287389.8997726,1646,-2.300081253051758;;;;;
1612287390.4802434,1648,-1.7261576652526855;;;;;
1612287392.8160112,1656,-1.7892160415649414;;;;;
1612287393.88713,1660,-2.2130608558654785;;;;;
1612287394.4765382,1662,-1.8939659595489502;;;;;
1612287396.7574418,1670,-1.7187796831130981;;;;;
1612287397.3394403,1672,-1.5080907344818115;;;;;
1612287397.925695,1674,-1.7578314542770386;;;;;
1612287398.4598677,1676,-3.7672290802001953;;;;;
1612287399.6506848,1680,-3.612440824508667;;;;;
1612287400.1934972,1682,-3.623539924621582;;;;;
1612287400.7699308,1684,-1.4512817859649658;;;;;
1612287401.304502,1686,-3.5965449810028076;;;;;
1612287402.3518224,1690,-1.5564851760864258;;;;;
1612287404.169962,1696,-1.834982991218567;;;;;
1612287405.3548193,1700,-2.2407326698303223;;;;;
1612287405.9561887,1702,-1.217125654220581;;;;;
1612287407.0497012,1706,-2.2363245487213135;;;;;
1612287407.627156,1708,-1.411376953125;;;;;
1612287409.4268386,1714,-2.2772672176361084;;;;;
1612287410.7792141,1719,-1.7254297733306885;;;;;
1612287411.367381,1721,-2.1767995357513428;;;;;
1612287415.476769,1735,-1.6256273984909058;;;;;
1612287416.0671735,1737,-1.8265655040740967;;;;;
1612287416.6635895,1739,-1.328843593597412;;;;;
1612287417.2450504,1741,-1.9639534950256348;;;;;
1612287417.8344505,1743,-1.7132362127304077;;;;;
1612287418.4308572,1745,-1.6261796951293945;;;;;
1612287418.7619722,1747,-3.306292772293091;;;;;
1612287419.9657536,1751,-1.9706389904022217;;;;;
1612287420.5900965,1753,-1.2124699354171753;;;;;
1612287421.1207516,1755,-3.770256996154785;;;;;
1612287422.824656,1761,-1.8755031824111938;;;;;
1612287423.3197534,1763,-1.7788965702056885;;;;;
1612287423.8983586,1765,-1.8401048183441162;;;;;
1612287424.4813554,1767,-1.651792287826538;;;;;
1612287425.629287,1771,-2.3061137199401855;;;;;
1612287429.1485243,1783,-1.807814121246338;;;;;
1612287429.5823646,1785,-3.2193808555603027;;;;;
1612287431.3416638,1791,-2.339216709136963;;;;;
1612287435.3326697,1805,-1.699065923690796;;;;;
1612287437.0111847,1811,-1.6859443187713623;;;;;
1612287441.224704,1825,-2.1796481609344482;;;;;
1612287441.8679838,1827,-1.312392234802246;;;;;
1612287442.5232632,1829,-1.323737382888794;;;;;
1612287443.7740824,1833,-1.2128047943115234;;;;;
1612287444.4133737,1835,-1.772750735282898;;;;;
1612287445.067041,1837,-2.355032444000244;;;;;
1612287447.0238104,1843,-1.2509169578552246;;;;;
1612287447.6670916,1845,-1.6979899406433105;;;;;
1612287448.9096482,1849,-1.935427188873291;;;;;
1612287450.0825343,1853,-3.158590793609619;;;;;
1612287450.7283263,1855,-1.1042532920837402;;;;;
1612287451.911354,1859,-3.5578107833862305;;;;;
1612287453.178859,1863,-1.6418315172195435;;;;;
1612287453.810989,1865,-1.7134090662002563;;;;;
1612287455.1006165,1869,-2.253152370452881;;;;;
1612287456.3111439,1873,-1.8852527141571045;;;;;
1612287456.895589,1875,-1.9414501190185547;;;;;
1612287457.4720423,1877,-1.244663953781128;;;;;
1612287458.0545225,1879,-2.0687801837921143;;;;;
1612287459.709095,1885,-1.883765459060669;;;;;
1612287460.294507,1887,-1.8643213510513306;;;;;
1612287460.880959,1889,-2.4094882011413574;;;;;
1612287463.018704,1895,-1.2268108129501343;;;;;
1612287463.6809332,1897,-1.427952766418457;;;;;
1612287468.439901,1913,-1.6898095607757568;;;;;
1612287470.2889588,1919,-1.3636271953582764;;;;;
1612287470.886386,1921,-2.1785848140716553;;;;;
1612287471.8687356,1925,-3.5213823318481445;;;;;
1612287473.0475848,1929,-2.3229641914367676;;;;;
1612287473.6460102,1931,-2.375369071960449;;;;;
1612287475.4693983,1937,-1.285233736038208;;;;;
1612287476.055832,1939,-1.4560731649398804;;;;;
1612287477.3134909,1943,-1.777484655380249;;;;;
1612287477.9248657,1945,-1.6968448162078857;;;;;
1612287478.5342112,1947,-2.101759433746338;;;;;
1612287479.1975195,1949,-1.4030888080596924;;;;;
1612287481.2530487,1955,-1.499136209487915;;;;;
1612287485.8886259,1971,-3.67434024810791;;;;;
1612287487.0884197,1975,-1.7874621152877808;;;;;
1612287488.4138815,1979,-2.0270745754241943;;;;;
1612287489.7862346,1983,-1.7042300701141357;;;;;
1612287490.424503,1985,-1.7586584091186523;;;;;
1612287491.0378938,1987,-1.2949491739273071;;;;;
1612287492.214746,1991,-1.739945888519287;;;;;
1612287493.393584,1995,-2.339850425720215;;;;;
1612287493.8433812,1997,-3.2144014835357666;;;;;
1612287494.4457607,1999,-2.1392974853515625;;;;;
1612287496.1812131,2005,-2.2364025115966797;;;;;
1612287496.767178,2007,-2.2654366493225098;;;;;
1612287497.3486228,2009,-1.8381669521331787;;;;;
1612287500.292963,2019,-1.7538173198699951;;;;;
1612287501.3372033,2023,-3.233797550201416;;;;;
1612287501.9206157,2025,-1.8133530616760254;;;;;
1612287503.6088495,2031,-1.2801669836044312;;;;;
1612287504.7238374,2035,-2.279062509536743;;;;;
1612287508.197595,2047,-1.3421921730041504;;;;;
1612287508.7880063,2049,-1.7694833278656006;;;;;
1612287509.95788,2053,-1.189040184020996;;;;;
1612287511.0649207,2057,-1.934464931488037;;;;;
1612287513.3627455,2065,-1.3557934761047363;;;;;
1612287514.5495734,2069,-2.3216552734375;;;;;
1612287515.733078,2073,-2.153463363647461;;;;;
1612287516.9030912,2077,-2.2881388664245605;;;;;
1612287518.0670118,2081,-1.9208900928497314;;;;;
1612287519.2438347,2085,-2.372673988342285;;;;;
1612287519.8482428,2087,-1.1975347995758057;;;;;
1612287520.430704,2089,-2.366102933883667;;;;;
1612287521.003146,2091,-1.8231159448623657;;;;;
1612287521.588581,2093,-1.8816391229629517;;;;;
1612287525.0072489,2105,-2.385654926300049;;;;;
1612287525.5237298,2107,-3.6186842918395996;;;;;
1612287528.922182,2119,-2.252744674682617;;;;;
1612287530.0977087,2123,-1.7393479347229004;;;;;
1612287531.2645893,2127,-1.7460293769836426;;;;;
1612287531.860043,2129,-2.3658437728881836;;;;;
1612287532.4534566,2131,-1.3917503356933594;;;;;
1612287537.4026003,2149,-1.3251464366912842;;;;;
1612287538.5724597,2153,-1.373030424118042;;;;;
1612287540.277301,2159,-2.388427734375;;;;;
1612287542.0206642,2165,-1.3557801246643066;;;;;
1612287542.4883907,2167,-3.615232467651367;;;;;
1612287543.5129461,2171,-1.7085915803909302;;;;;
1612287544.107595,2173,-1.4287471771240234;;;;;
1612287544.7050164,2175,-1.320866346359253;;;;;
1612287546.4595222,2181,-2.2165589332580566;;;;;
1612287546.962175,2183,-3.535471200942993;;;;;
1612287548.124077,2187,-1.7942557334899902;;;;;
1612287548.7105017,2189,-1.8902571201324463;;;;;
1612287549.2908726,2191,-2.231616497039795;;;;;
1612287551.0432122,2197,-1.3255021572113037;;;;;
1612287551.6276257,2199,-1.8936731815338135;;;;;
1612287552.78755,2203,-1.7536182403564453;;;;;
1612287557.3962762,2219,-2.3679885864257812;;;;;
1612287557.9827127,2221,-1.4601080417633057;;;;;
1612287558.565137,2223,-2.1775145530700684;;;;;
1612287559.148596,2225,-1.8311207294464111;;;;;
1612287560.8988955,2231,-1.961126685142517;;;;;
