Wall time,Step,Value;;;;;"Average Reward; Last 50 Episodes"
1612284977.5862718,2833,-1.943209171295166;;;;;
1612284977.5872827,2855,-1.6593883037567139;;;;;
1612284977.588295,2865,-1.8146839141845703;;;;;
1612284977.588295,2871,-1.0470718145370483;;;;;
1612284977.588295,2873,-1.9125550985336304;;;;;
1612284977.5898745,2878,-1.39779531955719;;;;;
1612284977.5898745,2882,-1.2987654209136963;;;;;
1612284977.5898745,2884,-1.1267647743225098;;;;;
1612284977.5909045,2900,-1.5867037773132324;;;;;
1612284977.5909045,2902,-1.6915085315704346;;;;;
1612284977.5909045,2904,-1.2047624588012695;;;;;
1612284977.5909045,2906,-1.6490797996520996;;;;;
1612284977.5909045,2912,-1.1705399751663208;;;;;
1612284977.591914,2916,-1.090752363204956;;;;;
1612284977.591914,2918,-1.79804265499115;;;;;
1612284977.591914,2920,-3.3265819549560547;;;;;
1612284977.5939116,2933,-1.3404076099395752;;;;;
1612284977.5939116,2942,-1.8329322338104248;;;;;
1612285003.1237307,2944,-1.5111074447631836;;;;;
1612285003.1247263,2950,-3.4976162910461426;;;;;
1612285003.1257255,2961,-1.2330242395401;;;;;
1612285003.1257255,2964,-1.4656412601470947;;;;;
1612285003.1267505,2982,-0.9288814067840576;;;;;
1612285003.1277463,2991,-1.374337911605835;;;;;
1612285003.1277463,2993,-1.5263197422027588;;;;;
1612285003.1287162,2996,-1.302471399307251;;;;;
1612285003.1287162,2998,-1.196547269821167;;;;;
1612285003.1287162,3009,-2.7842655181884766;;;;;
1612285003.1287162,3011,-1.1565505266189575;;;;;
1612285003.1300654,3022,-1.349958896636963;;;;;
1612285003.1300654,3023,-2.388176202774048;;;;;
1612285003.131093,3040,-1.5520591735839844;;;;;
1612285003.131093,3048,-1.204857587814331;;;;;
1612285003.1320627,3052,-1.7193334102630615;;;;;
1612285003.13306,3059,-1.164306402206421;;;;;
1612285031.4367318,3074,-1.5241715908050537;;;;;
1612285031.4367318,3077,-2.8645944595336914;;;;;
1612285031.4367318,3082,-1.61924147605896;;;;;
1612285031.4367318,3085,-1.2834721803665161;;;;;
1612285031.4367318,3087,-1.3962061405181885;;;;;
1612285031.4376993,3095,-2.8000621795654297;;;;;
1612285031.4376993,3101,-1.8014211654663086;;;;;
1612285031.438717,3111,-0.9099612236022949;;;;;
1612285031.4397137,3114,-2.441209316253662;;;;;
1612285031.4397137,3120,-1.5268398523330688;;;;;
1612285031.4406922,3124,-1.474671483039856;;;;;
1612285031.4406922,3125,-2.4162404537200928;;;;;
1612285031.4406922,3127,-1.323523998260498;;;;;
1612285031.4406922,3131,-1.266926884651184;;;;;
1612285031.4406922,3135,-1.670579433441162;;;;;
1612285031.441713,3144,-1.7332031726837158;;;;;
