Wall time,Step,Value;;;;;
1612299917.1942353,2910,-1.4412813186645508;;;;;
1612299917.1942353,2912,-3.350809097290039;;;;;
1612299917.1942353,2918,-1.0254158973693848;;;;;
1612299917.1942353,2920,-2.49243426322937;;;;;
1612299917.1942353,2922,-1.7200723886489868;;;;;
1612299917.1942353,2923,-2.491318702697754;;;;;
1612299917.1962304,2937,-1.3074655532836914;;;;;
1612299952.1371224,2947,-1.858809471130371;;;;;
1612299952.1371224,2949,-1.9959633350372314;;;;;
1612299952.1371224,2954,-1.0009045600891113;;;;;
1612299952.1391187,2966,-1.9027758836746216;;;;;
1612299952.1391187,2970,-1.5461597442626953;;;;;
1612299952.1401408,2988,-1.5380148887634277;;;;;
1612299952.1401408,2997,-2.427624464035034;;;;;
1612299952.1411114,2999,-1.9028078317642212;;;;;
1612299952.1411114,3003,-1.5152255296707153;;;;;
1612299952.1411114,3005,-1.4545729160308838;;;;;
1612299952.1421099,3016,-3.614901542663574;;;;;
1612299952.14314,3017,-2.4213509559631348;;;;;
1612299952.14314,3026,-1.686408281326294;;;;;
1612299952.14314,3028,-1.1152982711791992;;;;;
1612299952.145102,3045,-1.8943802118301392;;;;;
1612299952.1460986,3053,-1.3484108448028564;;;;;
1612299952.1460986,3057,-1.6292864084243774;;;;;
1612299952.1470973,3064,-1.6034364700317383;;;;;
1612299983.9881494,3074,-1.563941240310669;;;;;
1612299983.9881494,3080,-1.1257163286209106;;;;;
1612299983.9881494,3083,-2.4886817932128906;;;;;
1612299983.989147,3089,-3.196319341659546;;;;;
1612299983.9901533,3093,-1.8409092426300049;;;;;
1612299983.9901533,3095,-1.9028393030166626;;;;;
1612299983.9901533,3103,-3.1298112869262695;;;;;
1612299983.9911652,3105,-2.116407871246338;;;;;
1612299983.9911652,3109,-1.1511443853378296;;;;;
1612299983.9921377,3111,-1.1492066383361816;;;;;
1612299983.9921377,3121,-1.700070858001709;;;;;
1612299983.9921377,3125,-1.1807234287261963;;;;;
1612299983.9931548,3132,-1.4608583450317383;;;;;
1612299983.9931548,3135,-1.6394789218902588;;;;;
1612299983.9931548,3137,-2.025672674179077;;;;;
1612299983.9931548,3139,-1.8537251949310303;;;;;
1612299983.9941342,3143,-1.7356598377227783;;;;;
1612299983.9941342,3147,-0.9709526896476746;;;;;
1612299983.9951425,3156,-1.8691264390945435;;;;;
1612299983.9951425,3161,-0.9483007788658142;;;;;
1612299983.9951425,3165,-1.334524393081665;;;;;
1612299983.996151,3169,-1.3214470148086548;;;;;
1612299983.996151,3173,-2.77559494972229;;;;;
1612299983.996151,3179,-1.3409771919250488;;;;;
1612299983.9981217,3185,-1.0335537195205688;;;;;
1612299983.9981217,3193,-3.2153024673461914;;;;;
1612299983.9981217,3195,-1.6174521446228027;;;;;
1612299983.9981217,3197,-3.2286343574523926;;;;;
1612300018.4235291,3211,-1.6465559005737305;;;;;
1612300018.4235291,3214,-1.4776020050048828;;;;;
1612300018.4235291,3216,-1.9116594791412354;;;;;
1612300018.4235291,3217,-2.5644850730895996;;;;;
1612300018.4244952,3223,-0.9805624485015869;;;;;
1612300018.4244952,3225,-1.6544768810272217;;;;;
1612300018.4254916,3236,-1.8093605041503906;;;;;
1612300018.4265215,3238,-1.707512617111206;;;;;
1612300018.4265215,3240,-1.6061558723449707;;;;;
1612300018.4265215,3246,-1.6025214195251465;;;;;
1612300018.4275072,3254,-1.0012500286102295;;;;;
1612300018.4275072,3256,-1.7444496154785156;;;;;
1612300018.4284847,3260,-1.6617534160614014;;;;;
1612300018.4284847,3262,-1.9133638143539429;;;;;
1612300018.4284847,3264,-1.0601006746292114;;;;;
1612300018.4284847,3266,-1.5998048782348633;;;;;
1612300018.4284847,3270,-1.0290671586990356;;;;;
1612300018.4284847,3276,-1.194743037223816;;;;;
1612300018.429481,3282,-1.5773229598999023;;;;;
1612300018.429481,3289,-1.6385996341705322;;;;;
1612300018.4305048,3291,-1.7328691482543945;;;;;
1612300018.4314759,3301,-1.4852087497711182;;;;;
1612300018.4314759,3305,-1.8934924602508545;;;;;
1612300018.4314759,3307,-1.7531334161758423;;;;;
1612300018.4314759,3309,-1.6026098728179932;;;;;
1612300018.4324975,3317,-1.9311541318893433;;;;;
1612300018.4324975,3323,-1.5172311067581177;;;;;
1612300018.4324975,3326,-1.8814083337783813;;;;;
1612300050.3274238,3334,-1.6580168008804321;;;;;
1612300050.3274238,3336,-1.6501367092132568;;;;;
1612300050.3274238,3338,-1.5808711051940918;;;;;
1612300050.3274238,3340,-1.449703574180603;;;;;
1612300050.3274238,3344,-1.5795481204986572;;;;;
1612300050.3294184,3354,-1.4880982637405396;;;;;
1612300050.3294184,3356,-1.8992323875427246;;;;;
1612300050.3294184,3360,-1.5764926671981812;;;;;
1612300050.3294184,3362,-1.2282562255859375;;;;;
1612300050.3294184,3364,-1.7013545036315918;;;;;
1612300050.3307023,3370,-1.6665643453598022;;;;;
1612300050.3307023,3374,-1.7332725524902344;;;;;
1612300050.3307023,3375,-2.482652425765991;;;;;
1612300050.3307023,3377,-1.1715805530548096;;;;;
1612300050.3323963,3395,-1.5602869987487793;;;;;
1612300050.3323963,3400,-1.776979923248291;;;;;
1612300050.3334203,3416,-1.3949676752090454;;;;;
1612300050.335388,3428,-1.0459953546524048;;;;;
1612300050.335388,3430,-1.1381266117095947;;;;;
1612300050.335388,3441,-1.1725490093231201;;;;;
1612300050.336385,3443,-1.8229814767837524;;;;;
1612300050.336385,3445,-1.9075605869293213;;;;;
1612300050.336385,3449,-0.9778472185134888;;;;;
1612300050.336385,3451,-1.661348581314087;;;;;
1612300050.336385,3453,-1.066386342048645;;;;;
1612300081.7838469,3461,-1.2059648036956787;;;;;
1612300081.7838469,3473,-1.030571699142456;;;;;
1612300081.7838469,3475,-1.7064751386642456;;;;;
1612300081.7848432,3491,-1.1663768291473389;;;;;
1612300081.7858624,3493,-1.3636462688446045;;;;;
1612300081.7858624,3498,-1.6384433507919312;;;;;
1612300081.7868648,3503,-1.23616623878479;;;;;
1612300081.7868648,3511,-3.0970571041107178;;;;;
1612300081.7878354,3514,-2.4632129669189453;;;;;
1612300081.7888331,3522,-1.226318597793579;;;;;
1612300081.7898304,3533,-1.9042136669158936;;;;;
1612300081.7898304,3540,-1.312215805053711;;;;;
1612300081.7898304,3542,-0.9754543304443359;;;;;
1612300081.7898304,3547,-2.4385361671447754;;;;;
1612300081.7898304,3549,-0.9838607907295227;;;;;
1612300081.7908375,3551,-1.5146492719650269;;;;;
1612300081.7908375,3557,-3.3294453620910645;;;;;
1612300081.791849,3565,-1.0848784446716309;;;;;
1612300081.791849,3569,-1.389890432357788;;;;;
1612300081.7928228,3573,-1.5804157257080078;;;;;
1612300081.7928228,3575,-1.6186978816986084;;;;;
1612300081.7928228,3577,-1.3558852672576904;;;;;
1612300111.9988136,3591,-1.9246811866760254;;;;;
1612300111.9988136,3594,-2.4962291717529297;;;;;
1612300111.9988136,3596,-2.8567075729370117;;;;;
1612300111.9998362,3608,-1.4212065935134888;;;;;
1612300111.9998362,3610,-1.620485782623291;;;;;
1612300111.9998362,3612,-1.0968499183654785;;;;;
1612300111.9998362,3615,-2.442160129547119;;;;;
1612300112.0008082,3618,-1.1850078105926514;;;;;
1612300112.0018053,3635,-1.508629322052002;;;;;
1612300112.0028355,3639,-1.0856643915176392;;;;;
1612300112.0028355,3657,-1.7966434955596924;;;;;
1612300112.0047975,3665,-1.0227476358413696;;;;;
1612300112.0047975,3674,-1.4799485206604004;;;;;
1612300112.0047975,3676,-1.0226573944091797;;;;;
1612300112.007801,3682,-2.542914628982544;;;;;
1612300112.007801,3683,-2.4402568340301514;;;;;
1612300112.007801,3685,-1.1234955787658691;;;;;
1612300112.007801,3687,-1.536463975906372;;;;;
1612300112.008818,3695,-1.5755460262298584;;;;;
1612300112.008818,3697,-1.0507032871246338;;;;;
1612300112.008818,3704,-2.4991445541381836;;;;;
1612300112.008818,3708,-1.601686716079712;;;;;
1612300142.0296504,3712,-1.3021516799926758;;;;;
1612300142.0296504,3716,-1.569777250289917;;;;;
1612300142.0296504,3718,-1.2022367715835571;;;;;
1612300142.0296504,3720,-0.9323445558547974;;;;;
1612300142.0296504,3724,-1.2181696891784668;;;;;
1612300142.0296504,3726,-1.3362846374511719;;;;;
1612300142.0316458,3736,-1.0759168863296509;;;;;
1612300142.0316458,3740,-2.4341018199920654;;;;;
1612300142.0316458,3744,-2.9612083435058594;;;;;
1612300142.0326426,3750,-1.1902210712432861;;;;;
1612300142.0326426,3755,-1.094508171081543;;;;;
1612300142.0326426,3761,-1.389020562171936;;;;;
1612300142.0326426,3765,-1.0506740808486938;;;;;
1612300142.03364,3777,-1.4512498378753662;;;;;
1612300142.03364,3779,-3.011457920074463;;;;;
1612300142.0346699,3783,-1.0010740756988525;;;;;
1612300142.0346699,3787,-1.4450016021728516;;;;;
1612300142.0355442,3804,-1.6989070177078247;;;;;
1612300142.0355442,3805,-2.517717123031616;;;;;
1612300142.0365715,3807,-1.216347098350525;;;;;
1612300142.0365715,3808,-2.5441505908966064;;;;;
1612300142.0395496,3831,-1.3311820030212402;;;;;
1612300142.0395496,3835,-1.8821861743927002;;;;;
1612300142.0395496,3838,-1.269975185394287;;;;;
1612300174.3712778,3841,-1.6319315433502197;;;;;
1612300174.3712778,3848,-1.3386499881744385;;;;;
1612300174.3712778,3850,-1.7502810955047607;;;;;
1612300174.3712778,3852,-1.5830193758010864;;;;;
1612300174.3712778,3855,-1.6763408184051514;;;;;
1612300174.3722746,3857,-1.0064054727554321;;;;;
1612300174.3732724,3863,-1.5674636363983154;;;;;
1612300174.3732724,3867,-1.8837904930114746;;;;;
1612300174.3732724,3871,-1.789025902748108;;;;;
1612300174.3742697,3880,-1.623378038406372;;;;;
1612300174.3742697,3886,-1.0170743465423584;;;;;
1612300174.3752668,3889,-2.443437337875366;;;;;
1612300174.3752668,3891,-1.1109825372695923;;;;;
1612300174.3752668,3894,-2.548352003097534;;;;;
1612300174.3762279,3899,-1.006022334098816;;;;;
1612300174.3762279,3905,-1.3209444284439087;;;;;
1612300174.3762279,3908,-1.3916383981704712;;;;;
1612300174.3772595,3914,-1.3230900764465332;;;;;
1612300174.3772595,3920,-1.5763821601867676;;;;;
1612300174.3772595,3922,-1.0937724113464355;;;;;
1612300174.3772595,3927,-1.9163260459899902;;;;;
1612300174.3782248,3931,-1.0864301919937134;;;;;
1612300174.379225,3933,-1.3600661754608154;;;;;
1612300174.3802235,3948,-0.9960436224937439;;;;;
1612300174.3802235,3950,-1.9357266426086426;;;;;
1612300174.3812194,3954,-1.5666388273239136;;;;;
1612300174.3812194,3963,-1.1497809886932373;;;;;
1612300206.2603638,3973,-1.8819947242736816;;;;;
1612300206.2603638,3975,-1.6681952476501465;;;;;
1612300206.2603638,3977,-1.3678295612335205;;;;;
1612300206.2603638,3980,-1.2214677333831787;;;;;
1612300206.2603638,3981,-2.4212167263031006;;;;;
1612300206.2603638,3985,-1.44856595993042;;;;;
1612300206.2613604,3989,-1.287896990776062;;;;;
1612300206.2613604,3995,-1.6052143573760986;;;;;
1612300206.2623599,3997,-1.1210649013519287;;;;;
1612300206.2623599,4004,-1.6042795181274414;;;;;
1612300206.2633557,4014,-1.1429951190948486;;;;;
1612300206.2633557,4017,-1.1508989334106445;;;;;
1612300206.2643533,4028,-1.7348440885543823;;;;;
1612300206.2643533,4030,-3.214144229888916;;;;;
1612300206.2643533,4032,-1.7093651294708252;;;;;
1612300206.2643533,4034,-1.5228798389434814;;;;;
1612300206.2653956,4036,-1.596057653427124;;;;;
1612300206.2653956,4042,-0.9869521856307983;;;;;
1612300206.266348,4046,-1.1445634365081787;;;;;
1612300206.266348,4052,-1.4429564476013184;;;;;
1612300206.266348,4054,-1.027482509613037;;;;;
1612300206.2673454,4060,-1.6779398918151855;;;;;
1612300206.268342,4064,-1.2494194507598877;;;;;
1612300206.268342,4068,-1.2371665239334106;;;;;
1612300206.268342,4070,-1.523216724395752;;;;;
1612300206.268342,4071,-2.4850783348083496;;;;;
1612300206.2693422,4078,-1.4770238399505615;;;;;
1612300206.2703373,4085,-1.2877814769744873;;;;;
1612300206.2703373,4087,-1.9282093048095703;;;;;
1612300206.2703373,4088,-2.5130836963653564;;;;;
1612300206.2713616,4095,-1.566436529159546;;;;;
1612300241.1482565,4097,-1.4843518733978271;;;;;
1612300241.1482565,4101,-1.248725414276123;;;;;
1612300241.1482565,4102,-2.4901750087738037;;;;;
1612300241.1482565,4106,-1.7878172397613525;;;;;
1612300241.1482565,4108,-0.9838575124740601;;;;;
1612300241.1482565,4110,-1.2249946594238281;;;;;
1612300241.1482565,4114,-1.2061814069747925;;;;;
1612300241.1492548,4116,-1.6834080219268799;;;;;
1612300241.1492548,4118,-1.3267040252685547;;;;;
1612300241.1502492,4120,-0.9999160170555115;;;;;
1612300241.1502492,4126,-1.9084495306015015;;;;;
1612300241.1502492,4129,-2.786186933517456;;;;;
1612300241.1502492,4130,-2.3937783241271973;;;;;
1612300241.1512742,4142,-1.778172492980957;;;;;
1612300241.1512742,4143,-2.462369203567505;;;;;
1612300241.1512742,4145,-1.651458740234375;;;;;
1612300241.1522446,4153,-1.6297786235809326;;;;;
1612300241.1522446,4157,-1.2512812614440918;;;;;
1612300241.1522446,4161,-1.799846887588501;;;;;
1612300241.1532414,4169,-1.1964232921600342;;;;;
1612300241.1542392,4182,-1.704977035522461;;;;;
1612300241.1542392,4188,-1.9434183835983276;;;;;
1612300241.155237,4190,-2.4395599365234375;;;;;
1612300241.155237,4194,-0.9659507870674133;;;;;
1612300241.155237,4196,-1.4600937366485596;;;;;
1612300241.1562335,4204,-1.6823748350143433;;;;;
1612300241.1562335,4207,-1.044940710067749;;;;;
1612300241.1562335,4209,-1.2159156799316406;;;;;
1612300241.1562335,4211,-1.2519261837005615;;;;;
1612300241.1572306,4217,-1.4182168245315552;;;;;
1612300241.1572306,4219,-3.022317886352539;;;;;
1612300273.3766198,4225,-1.0974068641662598;;;;;
1612300273.3766198,4227,-1.29128098487854;;;;;
1612300273.3776174,4232,-2.4492061138153076;;;;;
1612300273.3776174,4238,-1.1785426139831543;;;;;
1612300273.3786142,4246,-1.0537480115890503;;;;;
1612300273.3786142,4256,-1.7587254047393799;;;;;
1612300273.3786142,4258,-1.8613402843475342;;;;;
1612300273.3796308,4264,-1.676133632659912;;;;;
1612300273.3796308,4266,-2.017015218734741;;;;;
1612300273.3806293,4269,-1.0918431282043457;;;;;
1612300273.3806293,4273,-1.61469566822052;;;;;
1612300273.3806293,4275,-1.174900770187378;;;;;
1612300273.3806293,4279,-1.593346357345581;;;;;
1612300273.3816066,4281,-1.607380986213684;;;;;
1612300273.3816066,4285,-1.4639477729797363;;;;;
1612300273.3816066,4287,-1.6440242528915405;;;;;
1612300273.3816066,4289,-1.4777073860168457;;;;;
1612300273.3816066,4291,-1.9354467391967773;;;;;
1612300273.3816066,4295,-1.594844102859497;;;;;
1612300273.3816066,4299,-2.0097544193267822;;;;;
1612300273.383601,4301,-1.8608157634735107;;;;;
1612300273.383601,4308,-2.548037052154541;;;;;
1612300273.383601,4309,-2.4708235263824463;;;;;
1612300273.383601,4313,-1.6439331769943237;;;;;
1612300273.384632,4319,-1.9072535037994385;;;;;
1612300273.3855958,4323,-1.6193594932556152;;;;;
1612300273.3855958,4329,-1.108924150466919;;;;;
1612300273.3865926,4341,-1.9023332595825195;;;;;
1612300302.560008,4353,-1.535508632659912;;;;;
1612300302.560008,4361,-1.1049652099609375;;;;;
1612300302.5610378,4367,-3.1660377979278564;;;;;
1612300302.5620325,4376,-2.402007579803467;;;;;
1612300302.5620325,4380,-1.2837903499603271;;;;;
1612300302.5620325,4386,-1.8852847814559937;;;;;
1612300302.5630274,4398,-1.0380759239196777;;;;;
1612300302.5630274,4400,-1.0988116264343262;;;;;
1612300302.5630274,4404,-1.6750810146331787;;;;;
1612300302.5630274,4410,-1.1752893924713135;;;;;
1612300302.5640166,4416,-1.1975023746490479;;;;;
1612300302.5640166,4417,-2.8504629135131836;;;;;
1612300302.5650291,4419,-1.981011152267456;;;;;
1612300302.5659926,4434,-1.1962532997131348;;;;;
1612300302.5659926,4436,-0.9272682666778564;;;;;
1612300302.5659926,4438,-1.2853511571884155;;;;;
1612300302.5659926,4440,-1.1654479503631592;;;;;
1612300302.566991,4444,-1.3466932773590088;;;;;
1612300302.5689883,4448,-1.2702291011810303;;;;;
1612300302.5689883,4452,-2.5016067028045654;;;;;
1612300302.569983,4460,-1.135054111480713;;;;;
1612300302.5709794,4463,-2.4290850162506104;;;;;
1612300302.5709794,4465,-1.6265833377838135;;;;;
1612300302.5709794,4467,-1.0133185386657715;;;;;
1612300302.5709794,4468,-2.3959319591522217;;;;;
1612300331.9362097,4484,-1.4927116632461548;;;;;
1612300331.9382274,4501,-1.7061259746551514;;;;;
1612300331.9382274,4510,-1.1348565816879272;;;;;
1612300331.939203,4520,-1.1537684202194214;;;;;
1612300331.939203,4525,-1.1340676546096802;;;;;
1612300331.940225,4527,-1.1385910511016846;;;;;
1612300331.940225,4532,-1.6107720136642456;;;;;
1612300331.9412267,4540,-1.4914472103118896;;;;;
1612300331.9412267,4546,-1.8956027030944824;;;;;
1612300331.9412267,4550,-1.128316044807434;;;;;
1612300331.9412267,4554,-1.117258071899414;;;;;
1612300331.9422193,4560,-0.9664278626441956;;;;;
1612300331.9422193,4565,-1.7463005781173706;;;;;
1612300331.9422193,4567,-1.0262125730514526;;;;;
1612300331.9422193,4569,-1.6413853168487549;;;;;
1612300331.943219,4573,-1.6958266496658325;;;;;
1612300331.9441833,4587,-2.4192802906036377;;;;;
1612300331.9441833,4590,-2.527301549911499;;;;;
1612300331.9461768,4594,-1.435779333114624;;;;;
1612300331.9461768,4597,-2.4989471435546875;;;;;
1612300331.9471745,4607,-1.4833741188049316;;;;;
1612300364.6560547,4616,-1.6713200807571411;;;;;
1612300364.657055,4624,-1.304863691329956;;;;;
1612300364.6590385,4631,-1.6125154495239258;;;;;
1612300364.6590385,4633,-1.2734657526016235;;;;;
1612300364.6590385,4635,-1.0686664581298828;;;;;
1612300364.6590385,4643,-1.3459957838058472;;;;;
1612300364.6600366,4649,-1.3518143892288208;;;;;
1612300364.6600366,4654,-1.5934449434280396;;;;;
1612300364.6600366,4664,-1.623351812362671;;;;;
1612300364.6610332,4669,-1.4496800899505615;;;;;
1612300364.6620612,4672,-1.6358706951141357;;;;;
1612300364.6620612,4680,-1.0620092153549194;;;;;
1612300364.6620612,4682,-1.1337575912475586;;;;;
1612300364.6630273,4684,-1.1698145866394043;;;;;
1612300364.6630273,4686,-1.4121527671813965;;;;;
1612300364.6630273,4690,-1.8252754211425781;;;;;
1612300364.6630273,4693,-1.1226873397827148;;;;;
1612300364.6630273,4699,-1.2379322052001953;;;;;
1612300364.6643357,4704,-1.7720386981964111;;;;;
1612300364.6643357,4706,-1.4632338285446167;;;;;
1612300364.6643357,4709,-1.662550926208496;;;;;
1612300364.6643357,4713,-1.514801025390625;;;;;
1612300364.6673152,4726,-2.456352472305298;;;;;
1612300364.6673152,4733,-1.0789556503295898;;;;;
1612300395.2500057,4737,-1.0778250694274902;;;;;
1612300395.2500057,4741,-1.505378007888794;;;;;
1612300395.2500057,4745,-1.7791008949279785;;;;;
1612300395.2500057,4746,-2.4751856327056885;;;;;
1612300395.2500057,4750,-1.400862693786621;;;;;
1612300395.2509708,4756,-1.4359652996063232;;;;;
1612300395.2509708,4760,-1.1864269971847534;;;;;
1612300395.2519948,4766,-1.7232120037078857;;;;;
1612300395.2519948,4770,-1.2566789388656616;;;;;
1612300395.2529655,4776,-1.459043025970459;;;;;
1612300395.2529655,4778,-1.7729249000549316;;;;;
1612300395.2529655,4780,-1.030945062637329;;;;;
1612300395.2539623,4797,-3.156235933303833;;;;;
1612300395.25496,4799,-1.4435853958129883;;;;;
1612300395.25496,4803,-2.059296131134033;;;;;
1612300395.25496,4804,-2.4340100288391113;;;;;
1612300395.25496,4806,-1.7844178676605225;;;;;
1612300395.25496,4808,-0.9654808044433594;;;;;
1612300395.2559576,4813,-2.5248517990112305;;;;;
1612300395.2559576,4815,-1.507498025894165;;;;;
1612300395.2559576,4819,-1.5268149375915527;;;;;
1612300395.2559576,4823,-1.6079462766647339;;;;;
1612300395.2559576,4827,-1.5975905656814575;;;;;
1612300395.256955,4831,-1.7571567296981812;;;;;
1612300395.256955,4835,-1.0375885963439941;;;;;
1612300395.25895,4852,-2.463357448577881;;;;;
1612300395.25895,4854,-1.6199829578399658;;;;;
1612300395.25895,4860,-1.6106806993484497;;;;;
1612300429.2586427,4864,-1.939382791519165;;;;;
1612300429.2586427,4867,-1.5349347591400146;;;;;
1612300429.2586427,4871,-1.4739665985107422;;;;;
1612300429.259665,4875,-1.1869642734527588;;;;;
1612300429.259665,4876,-2.4289965629577637;;;;;
1612300429.2606566,4882,-1.4562503099441528;;;;;
1612300429.2606566,4892,-2.445131540298462;;;;;
1612300429.2606566,4894,-1.8517695665359497;;;;;
1612300429.2616348,4902,-1.7356877326965332;;;;;
1612300429.2616348,4906,-1.2712278366088867;;;;;
1612300429.2616348,4911,-3.0289201736450195;;;;;
1612300429.2626553,4914,-1.2653839588165283;;;;;
1612300429.2626553,4916,-1.1361689567565918;;;;;
1612300429.2636557,4924,-1.32889986038208;;;;;
1612300429.2636557,4932,-1.5276248455047607;;;;;
1612300429.2646296,4936,-1.8624284267425537;;;;;
1612300429.2646296,4938,-1.2302477359771729;;;;;
1612300429.2646296,4939,-2.415081024169922;;;;;
1612300429.2646296,4941,-1.63982355594635;;;;;
1612300429.2646296,4943,-1.6358001232147217;;;;;
1612300429.2646296,4949,-1.2039296627044678;;;;;
1612300429.266633,4956,-1.2304248809814453;;;;;
1612300429.26762,4960,-0.9770572185516357;;;;;
1612300429.26762,4965,-2.473377227783203;;;;;
1612300429.26762,4967,-1.6973793506622314;;;;;
1612300429.2706132,4971,-1.5161778926849365;;;;;
1612300429.2706132,4973,-1.007448673248291;;;;;
1612300429.2716117,4982,-2.442829132080078;;;;String;Float
1612300429.2716117,4988,-1.7477439641952515;;;;-1.7477439641952515;-1.747743964
1612300429.274601,4990,-1.343076229095459;;;;-1.343076229095459;-1.343076229
1612300461.7523005,4994,-1.7955431938171387;;;;-1.7955431938171387;-1.795543194
1612300461.7523005,4998,-1.523078203201294;;;;-1.523078203201294;-1.523078203
1612300461.7523005,5002,-0.9323551058769226;;;;-0.9323551058769226;-0.932355106
1612300461.7523005,5004,-1.2704823017120361;;;;-1.2704823017120361;-1.270482302
1612300461.7523005,5009,-1.6925551891326904;;;;-1.6925551891326904;-1.692555189
1612300461.753294,5011,-1.0482032299041748;;;;-1.0482032299041748;-1.04820323
1612300461.753294,5012,-2.809882402420044;;;;-2.809882402420044;-2.809882402
1612300461.753294,5013,-2.4372060298919678;;;;-2.4372060298919678;-2.43720603
1612300461.753294,5019,-1.6701927185058594;;;;-1.6701927185058594;-1.670192719
1612300461.753294,5021,-1.3041000366210938;;;;-1.3041000366210938;-1.304100037
1612300461.7542896,5025,-1.6602752208709717;;;;-1.6602752208709717;-1.660275221
1612300461.7552931,5035,-3.1357851028442383;;;;-3.1357851028442383;-3.135785103
1612300461.7552931,5041,-1.183276653289795;;;;-1.183276653289795;-1.183276653
1612300461.756253,5047,-1.1373331546783447;;;;-1.1373331546783447;-1.137333155
1612300461.756253,5049,-1.6353659629821777;;;;-1.6353659629821777;-1.635365963
1612300461.756253,5057,-1.293783187866211;;;;-1.293783187866211;-1.293783188
1612300461.7572503,5069,-1.1495757102966309;;;;-1.1495757102966309;-1.14957571
1612300461.7572503,5072,-2.7789032459259033;;;;-2.7789032459259033;-2.778903246
1612300461.7582812,5082,-1.3417274951934814;;;;-1.3417274951934814;-1.341727495
1612300461.759245,5094,-0.949213981628418;;;;-0.949213981628418;-0.949213982
1612300461.759245,5100,-1.1820542812347412;;;;-1.1820542812347412;-1.182054281
1612300461.7602425,5103,-1.7015070915222168;;;;-1.7015070915222168;-1.701507092
1612300461.7602425,5112,-1.3313686847686768;;;;-1.3313686847686768;-1.331368685
1612300461.7612677,5114,-2.493393898010254;;;;-2.493393898010254;-2.493393898
1612300461.7612677,5116,-1.7631359100341797;;;;-1.7631359100341797;-1.76313591
1612300488.7250724,5120,-1.2353780269622803;;;;-1.2353780269622803;-1.235378027
1612300488.7250724,5128,-1.3207520246505737;;;;-1.3207520246505737;-1.320752025
1612300488.7261019,5136,-1.7842187881469727;;;;-1.7842187881469727;-1.784218788
1612300488.7261019,5138,-1.3134827613830566;;;;-1.3134827613830566;-1.313482761
1612300488.727067,5146,-1.6875011920928955;;;;-1.6875011920928955;-1.687501192
1612300488.727067,5152,-2.4076879024505615;;;;-2.4076879024505615;-2.407687902
1612300488.7280645,5157,-0.9605423212051392;;;;-0.9605423212051392;-0.960542321
1612300488.7280645,5169,-1.656727910041809;;;;-1.656727910041809;-1.65672791
1612300488.7280645,5170,-2.7734715938568115;;;;-2.7734715938568115;-2.773471594
1612300488.729096,5173,-3.628521203994751;;;;-3.628521203994751;-3.628521204
1612300488.729892,5185,-1.3392425775527954;;;;-1.3392425775527954;-1.339242578
1612300488.729892,5193,-1.4106439352035522;;;;-1.4106439352035522;-1.410643935
1612300488.7309248,5201,-1.2675485610961914;;;;-1.2675485610961914;-1.267548561
1612300488.7309248,5205,-1.7416560649871826;;;;-1.7416560649871826;-1.741656065
1612300488.7309248,5207,-1.4975380897521973;;;;-1.4975380897521973;-1.49753809
1612300488.7309248,5209,-1.5867189168930054;;;;-1.5867189168930054;-1.586718917
1612300488.73189,5215,-1.5940123796463013;;;;-1.5940123796463013;-1.59401238
1612300488.73189,5217,-1.155585527420044;;;;-1.155585527420044;-1.155585527
1612300488.7328877,5227,-1.431103229522705;;;;-1.431103229522705;-1.43110323
1612300488.7328877,5231,-1.4026477336883545;;;;-1.4026477336883545;-1.402647734
1612300488.7339208,5239,-1.6014175415039062;;;;-1.6014175415039062;-1.601417542
1612300488.7348816,5241,-1.014045238494873;;;;-1.014045238494873;-1.014045238
1612300488.7348816,5243,-1.8765537738800049;;;;-1.8765537738800049;-1.876553774
1612300488.7348816,5245,-1.7101114988327026;;;;-1.7101114988327026;-1.710111499
1612300488.7348816,5247,-1.7150077819824219;;;;-1.7150077819824219;-1.715007782
;;;;;
;;;;;
;;;;Average:;-1.642754515
